QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,CITY,STATE,COUNTRY,DEALSIZE
29,100.0,2923.2,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,124,Madrid,,Spain,Small
44,100.0,4489.76,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,124,New Bedford,MA,USA,Medium
44,100.0,4849.24,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,124,Philadelphia,PA,USA,Medium
36,100.0,5848.92,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,124,Reims,,France,Medium
49,56.3,2758.7,1/12/2005 0:00,Resolved,1,1,2005,Classic Cars,124,Pasadena,CA,USA,Small
34,42.64,1449.76,2/10/2005 0:00,Shipped,1,2,2005,Classic Cars,124,Madrid,,Spain,Small
37,100.0,5202.94,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,124,Salzburg,,Austria,Medium
36,100.0,5279.4,2/17/2003 0:00,Shipped,1,2,2003,Planes,157,Bergamo,,Italy,Medium
43,100.0,6916.12,4/28/2003 0:00,Shipped,2,4,2003,Planes,157,Salzburg,,Austria,Medium
21,100.0,2781.66,6/16/2003 0:00,Shipped,2,6,2003,Planes,157,Glendale,CT,USA,Small
32,100.0,5248.0,8/10/2003 0:00,Shipped,3,8,2003,Planes,157,New Bedford,MA,USA,Medium
38,100.0,6531.44,10/6/2003 0:00,Shipped,4,10,2003,Planes,157,Helsinki,,Finland,Medium
42,100.0,6490.68,11/8/2003 0:00,Shipped,4,11,2003,Planes,157,Toulouse,,France,Medium
32,100.0,6004.8,11/14/2003 0:00,Shipped,4,11,2003,Planes,157,London,,UK,Medium
42,100.0,7483.98,11/27/2003 0:00,Shipped,4,11,2003,Planes,157,Makati City,,Philippines,Large
31,100.0,5719.5,1/12/2004 0:00,Shipped,1,1,2004,Planes,157,Osaka,Osaka,Japan,Medium
49,100.0,6954.08,2/19/2004 0:00,Shipped,1,2,2004,Planes,157,San Diego,CA,USA,Medium
45,100.0,8160.3,5/11/2004 0:00,Shipped,2,5,2004,Planes,157,San Jose,CA,USA,Large
41,100.0,6724.0,7/21/2004 0:00,Shipped,3,7,2004,Planes,157,Brickhaven,MA,USA,Medium
45,100.0,5747.85,8/21/2004 0:00,Shipped,3,8,2004,Planes,157,Oslo,,Norway,Medium
36,100.0,5676.84,9/15/2004 0:00,Shipped,3,9,2004,Planes,157,Munich,,Germany,Medium
39,100.0,7379.97,10/14/2004 0:00,Shipped,4,10,2004,Planes,157,Philadelphia,PA,USA,Large
27,100.0,3704.13,11/1/2004 0:00,Shipped,4,11,2004,Planes,157,Cowes,Isle of Wight,UK,Medium
25,100.0,2804.75,11/10/2004 0:00,Resolved,4,11,2004,Planes,157,Kobenhavn,,Denmark,Small
41,100.0,5624.79,11/22/2004 0:00,Shipped,4,11,2004,Planes,157,Charleroi,,Belgium,Medium
39,99.52,3881.28,12/3/2004 0:00,Shipped,4,12,2004,Planes,157,London,,UK,Medium
28,57.55,1611.4,1/31/2005 0:00,Shipped,1,1,2005,Planes,157,Oulu,,Finland,Small
25,54.57,1364.25,3/1/2005 0:00,Resolved,1,3,2005,Planes,157,Madrid,,Spain,Small
33,100.0,4215.09,3/30/2005 0:00,Shipped,1,3,2005,Planes,157,Reims,,France,Medium
34,100.0,6433.82,4/1/2005 0:00,Shipped,2,4,2005,Planes,157,San Jose,CA,USA,Medium
24,100.0,4352.16,5/10/2005 0:00,Shipped,2,5,2005,Planes,157,Reggio Emilia,,Italy,Medium
30,100.0,5151.0,1/6/2003 0:00,Shipped,1,1,2003,Vintage Cars,170,Nashua,NH,USA,Medium
42,100.0,6069.0,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,170,Manchester,,UK,Medium
21,100.0,2856.0,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,170,Las Vegas,NV,USA,Small
34,100.0,5375.4,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,170,Brisbane,CA,USA,Medium
29,100.0,5176.5,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,170,San Francisco,CA,USA,Medium
24,100.0,3508.8,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,170,Bergamo,,Italy,Medium
44,100.0,7554.8,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,170,San Rafael,CA,USA,Large
21,100.0,3141.6,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,170,Glen Waverly,Victoria,Australia,Medium
33,100.0,5890.5,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,170,NYC,NY,USA,Medium
30,100.0,5967.0,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,170,Madrid,,Spain,Medium
26,100.0,3712.8,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,170,Lyon,,France,Medium
41,100.0,7597.3,4/13/2004 0:00,Shipped,2,4,2004,Vintage Cars,170,Strasbourg,,France,Large
26,100.0,3668.6,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,170,Torino,,Italy,Medium
32,100.0,5875.2,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,170,Singapore,,Singapore,Medium
43,100.0,7310.0,10/6/2003 0:00,Shipped,4,10,2003,Vintage Cars,170,Liverpool,,UK,Large
48,100.0,8078.4,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,170,San Rafael,CA,USA,Large
44,74.04,3257.76,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,170,Philadelphia,PA,USA,Medium
45,100.0,7650.0,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,170,Marseille,,France,Large
37,100.0,4703.81,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,170,Pasadena,CA,USA,Medium
39,100.0,5399.55,2/10/2005 0:00,Shipped,1,2,2005,Vintage Cars,170,Madrid,,Spain,Medium
38,82.39,3130.82,3/3/2003 0:00,Shipped,1,3,2003,Classic Cars,77,Makati City,,Philippines,Medium
43,72.38,3112.34,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,77,Marseille,,France,Medium
48,79.31,3806.88,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,77,San Rafael,CA,USA,Medium
26,82.39,2142.14,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,77,Brickhaven,MA,USA,Small
38,88.55,3364.9,10/11/2003 0:00,Shipped,4,10,2003,Classic Cars,77,Los Angeles,CA,USA,Medium
20,63.14,1262.8,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,77,Graz,,Austria,Small
22,73.92,1626.24,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,77,Bergen,,Norway,Small
45,90.86,4088.7,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,77,Nashua,NH,USA,Medium
45,85.47,3846.15,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,77,Madrid,,Spain,Medium
20,66.99,1339.8,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,77,Madrid,,Spain,Small
47,64.68,3039.96,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,77,Gensve,,Switzerland,Medium
46,73.92,3400.32,4/12/2004 0:00,Shipped,2,4,2004,Classic Cars,77,Oulu,,Finland,Medium
33,74.69,2464.77,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,77,Reggio Emilia,,Italy,Small
29,90.86,2634.94,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,77,Las Vegas,NV,USA,Small
44,82.39,3625.16,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,77,Gensve,,Switzerland,Medium
41,92.4,3788.4,10/4/2003 0:00,Shipped,4,10,2003,Classic Cars,77,Frankfurt,,Germany,Medium
20,91.63,1832.6,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,77,Koln,,Germany,Small
37,78.54,2905.98,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,77,New Bedford,MA,USA,Small
29,100.0,2954.81,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,77,NYC,NY,USA,Small
55,65.45,3599.75,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,77,Melbourne,Victoria,Australia,Medium
22,100.0,3686.54,1/6/2005 0:00,Shipped,1,1,2005,Classic Cars,77,Espoo,,Finland,Medium
31,67.76,2100.56,2/9/2005 0:00,Shipped,1,2,2005,Classic Cars,77,Helsinki,,Finland,Small
49,79.22,3881.78,3/3/2005 0:00,Shipped,1,3,2005,Classic Cars,77,Boras,,Sweden,Medium
61,73.92,4509.12,4/14/2005 0:00,Shipped,2,4,2005,Classic Cars,77,Strasbourg,,France,Medium
39,83.93,3273.27,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,77,Salzburg,,Austria,Medium
38,100.0,4432.7,3/10/2003 0:00,Shipped,1,3,2003,Classic Cars,142,Philadelphia,PA,USA,Medium
31,100.0,4100.99,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,142,Marseille,,France,Medium
36,100.0,5274.72,7/4/2003 0:00,Shipped,3,7,2003,Classic Cars,142,Toulouse,,France,Medium
25,100.0,4232.0,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,142,North Sydney,NSW,Australia,Medium
48,100.0,6145.44,10/17/2003 0:00,Shipped,4,10,2003,Classic Cars,142,Aaarhus,,Denmark,Medium
35,100.0,4680.2,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,142,Montreal,Quebec,Canada,Medium
21,100.0,3286.08,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,142,Bergen,,Norway,Medium
47,100.0,7421.3,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,142,Nashua,NH,USA,Large
38,100.0,6432.64,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,142,NYC,NY,USA,Medium
41,100.0,4840.87,1/16/2004 0:00,Shipped,1,1,2004,Classic Cars,142,Madrid,,Spain,Medium
24,100.0,3892.08,2/26/2004 0:00,Shipped,1,2,2004,Classic Cars,142,San Diego,CA,USA,Medium
37,100.0,5526.32,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,142,Osaka,Osaka,Japan,Medium
49,100.0,6203.4,7/6/2004 0:00,Shipped,3,7,2004,Classic Cars,142,Reggio Emilia,,Italy,Medium
29,100.0,3754.05,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,142,Las Vegas,NV,USA,Medium
24,100.0,3516.48,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,142,Gensve,,Switzerland,Medium
47,100.0,7488.04,10/5/2003 0:00,Shipped,4,10,2003,Classic Cars,142,Oslo,,Norway,Large
24,100.0,3448.08,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,142,Koln,,Germany,Medium
25,100.0,3734.0,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,142,New Bedford,MA,USA,Medium
30,32.47,974.1,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,142,Philadelphia,PA,USA,Small
22,100.0,3160.74,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,142,Melbourne,Victoria,Australia,Medium
27,64.69,1746.63,12/9/2004 0:00,Shipped,4,12,2004,Classic Cars,142,Paris,,France,Small
34,100.0,4207.84,1/10/2005 0:00,Shipped,1,1,2005,Classic Cars,142,Charleroi,,Belgium,Medium
36,100.0,4352.76,2/9/2005 0:00,Shipped,1,2,2005,Classic Cars,142,Helsinki,,Finland,Medium
34,43.05,1463.7,3/4/2005 0:00,Shipped,1,3,2005,Classic Cars,142,San Rafael,CA,USA,Small
34,100.0,4594.76,5/17/2005 0:00,Shipped,2,5,2005,Classic Cars,142,Salzburg,,Austria,Medium
24,100.0,3457.92,1/31/2003 0:00,Shipped,1,1,2003,Classic Cars,163,Madrid,,Spain,Medium
46,100.0,7381.16,4/4/2003 0:00,Shipped,2,4,2003,Classic Cars,163,NYC,NY,USA,Large
45,100.0,7146.9,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,163,NYC,NY,USA,Large
39,100.0,5938.53,8/1/2003 0:00,Shipped,3,8,2003,Classic Cars,163,Espoo,,Finland,Medium
43,100.0,7110.91,9/21/2003 0:00,Shipped,3,9,2003,Classic Cars,163,Oulu,,Finland,Large
29,100.0,5032.95,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,163,Singapore,,Singapore,Medium
20,100.0,3667.6,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,163,Reggio Emilia,,Italy,Medium
46,100.0,7381.16,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,163,Sevilla,,Spain,Large
27,100.0,5128.11,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,163,White Plains,NY,USA,Medium
44,100.0,7060.24,12/9/2003 0:00,Shipped,4,12,2003,Classic Cars,163,Boston,MA,USA,Large
43,100.0,8448.64,2/10/2004 0:00,Shipped,1,2,2004,Classic Cars,163,Brisbane,CA,USA,Large
49,100.0,7300.51,3/15/2004 0:00,Shipped,1,3,2004,Classic Cars,163,Frankfurt,,Germany,Large
40,100.0,6549.2,5/5/2004 0:00,Shipped,2,5,2004,Classic Cars,163,Madrid,,Spain,Medium
30,100.0,5697.9,6/15/2004 0:00,Shipped,2,6,2004,Classic Cars,163,Singapore,,Singapore,Medium
50,100.0,9169.0,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,163,San Rafael,CA,USA,Large
23,100.0,3238.63,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,163,San Rafael,CA,USA,Medium
26,100.0,4554.94,9/8/2004 0:00,Shipped,3,9,2004,Classic Cars,163,NYC,NY,USA,Medium
27,100.0,3934.44,10/13/2004 0:00,Shipped,4,10,2004,Classic Cars,163,Cambridge,MA,USA,Medium
42,100.0,5776.26,10/22/2004 0:00,Shipped,4,10,2004,Classic Cars,163,Aaarhus,,Denmark,Medium
47,100.0,7207.45,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,163,NYC,NY,USA,Large
49,100.0,7460.74,11/20/2004 0:00,Shipped,4,11,2004,Classic Cars,163,Paris,,France,Large
38,100.0,6719.54,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,163,NYC,NY,USA,Medium
20,100.0,2428.0,12/10/2004 0:00,Shipped,4,12,2004,Classic Cars,163,Madrid,,Spain,Small
25,100.0,2602.25,1/23/2005 0:00,Shipped,1,1,2005,Classic Cars,163,San Rafael,CA,USA,Small
25,88.0,2200.0,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,163,San Rafael,CA,USA,Small
41,100.0,6712.93,5/3/2005 0:00,Shipped,2,5,2005,Classic Cars,163,Madrid,,Spain,Medium
50,67.8,3390.0,1/6/2003 0:00,Shipped,1,1,2003,Vintage Cars,60,Nashua,NH,USA,Medium
32,50.25,1608.0,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,60,Manchester,,UK,Small
42,53.88,2262.96,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,60,Las Vegas,NV,USA,Small
24,62.36,1496.64,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,60,Brisbane,CA,USA,Small
27,69.62,1879.74,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,60,San Francisco,CA,USA,Small
26,57.51,1495.26,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,Bergamo,,Italy,Small
38,61.15,2323.7,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,San Rafael,CA,USA,Small
42,59.33,2491.86,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,60,Glen Waverly,Victoria,Australia,Small
23,71.44,1643.12,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,60,NYC,NY,USA,Small
21,62.96,1322.16,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,60,Madrid,,Spain,Small
28,50.85,1423.8,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,60,Lyon,,France,Small
33,72.65,2397.45,4/13/2004 0:00,Shipped,2,4,2004,Vintage Cars,60,Strasbourg,,France,Small
25,62.96,1574.0,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,60,Torino,,Italy,Small
28,61.75,1729.0,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,60,Singapore,,Singapore,Small
46,49.04,2255.84,10/6/2004 0:00,Shipped,4,10,2004,Vintage Cars,60,Sevilla,,Spain,Small
30,61.15,1834.5,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,60,San Rafael,CA,USA,Small
38,84.25,3201.5,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,Manchester,,UK,Medium
40,56.91,2276.4,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,60,Marseille,,France,Small
45,100.0,8884.8,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,60,Pasadena,CA,USA,Large
27,49.3,1331.1,2/10/2005 0:00,Shipped,1,2,2005,Vintage Cars,60,Madrid,,Spain,Small
29,100.0,3772.61,1/31/2003 0:00,Shipped,1,1,2003,Trucks and Buses,122,Madrid,,Spain,Medium
39,100.0,4164.42,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,122,Paris,,France,Medium
45,100.0,6295.95,6/3/2003 0:00,Shipped,2,6,2003,Trucks and Buses,122,NYC,NY,USA,Medium
47,100.0,6287.66,8/1/2003 0:00,Shipped,3,8,2003,Trucks and Buses,122,Espoo,,Finland,Medium
49,100.0,5412.54,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,122,Oulu,,Finland,Medium
46,100.0,5984.14,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,122,Singapore,,Singapore,Medium
48,100.0,5891.04,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,London,,UK,Medium
46,100.0,5984.14,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,Sevilla,,Spain,Medium
35,100.0,3608.15,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,122,White Plains,NY,USA,Medium
43,100.0,5752.54,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,122,Boston,MA,USA,Medium
26,100.0,3765.32,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,122,San Rafael,CA,USA,Medium
22,98.18,2159.96,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,122,Madrid,,Spain,Small
34,99.41,3379.94,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,122,Singapore,,Singapore,Medium
50,100.0,5093.5,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,122,San Rafael,CA,USA,Medium
48,100.0,5773.44,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,122,Allentown,PA,USA,Medium
41,100.0,4528.86,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,122,NYC,NY,USA,Medium
36,100.0,4816.08,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,Cambridge,MA,USA,Medium
29,100.0,3416.78,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,122,Vancouver,BC,Canada,Medium
33,37.48,1236.84,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,122,NYC,NY,USA,Small
38,100.0,5223.48,12/1/2004 0:00,Shipped,4,12,2004,Trucks and Buses,122,NYC,NY,USA,Medium
20,36.42,728.4,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,122,Madrid,,Spain,Small
22,100.0,3949.0,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,122,North Sydney,NSW,Australia,Medium
27,100.0,3843.99,2/22/2005 0:00,Shipped,1,2,2005,Trucks and Buses,122,Madrid,,Spain,Medium
56,98.18,5498.08,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,122,Madrid,,Spain,Medium
25,100.0,3782.0,1/9/2003 0:00,Shipped,1,1,2003,Vintage Cars,127,Frankfurt,,Germany,Medium
33,100.0,3859.68,3/18/2003 0:00,Shipped,1,3,2003,Vintage Cars,127,Manchester,,UK,Medium
42,100.0,4431.84,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,127,Las Vegas,NV,USA,Medium
33,100.0,4950.33,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,127,Brisbane,CA,USA,Medium
38,100.0,4299.7,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,127,San Francisco,CA,USA,Medium
31,100.0,4492.83,11/5/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,Bergamo,,Italy,Medium
20,100.0,2212.0,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,San Rafael,CA,USA,Small
44,100.0,4642.88,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,127,Glen Waverly,Victoria,Australia,Medium
26,100.0,3206.32,12/2/2003 0:00,Shipped,4,12,2003,Vintage Cars,127,NYC,NY,USA,Medium
27,100.0,3604.23,1/26/2004 0:00,Shipped,1,1,2004,Vintage Cars,127,Madrid,,Spain,Medium
46,100.0,7017.76,3/2/2004 0:00,Shipped,1,3,2004,Vintage Cars,127,Lyon,,France,Large
47,100.0,6154.18,4/26/2004 0:00,Shipped,2,4,2004,Vintage Cars,127,Boston,MA,USA,Medium
37,100.0,4750.8,8/17/2004 0:00,Shipped,3,8,2004,Vintage Cars,127,Torino,,Italy,Medium
31,100.0,3822.92,9/1/2004 0:00,Shipped,3,9,2004,Vintage Cars,127,Singapore,,Singapore,Medium
24,100.0,2440.8,10/11/2004 0:00,Shipped,4,10,2004,Vintage Cars,127,Versailles,,France,Small
31,100.0,4729.36,10/21/2004 0:00,Shipped,4,10,2004,Vintage Cars,127,San Rafael,CA,USA,Medium
50,100.0,12536.5,11/4/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,Nashua,NH,USA,Large
35,64.69,2264.15,11/17/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,Manchester,,UK,Small
30,100.0,3928.2,11/25/2004 0:00,Shipped,4,11,2004,Vintage Cars,127,Marseille,,France,Medium
29,100.0,3630.22,12/9/2004 0:00,Shipped,4,12,2004,Vintage Cars,127,Paris,,France,Medium
27,100.0,4196.07,1/12/2005 0:00,Resolved,1,1,2005,Vintage Cars,127,Pasadena,CA,USA,Medium
40,100.0,4931.6,2/16/2005 0:00,Shipped,1,2,2005,Vintage Cars,127,Madrid,,Spain,Medium
31,98.99,3068.69,3/4/2005 0:00,Shipped,1,3,2005,Vintage Cars,127,San Rafael,CA,USA,Medium
6,100.0,785.64,4/23/2005 0:00,Shipped,2,4,2005,Vintage Cars,127,Singapore,,Singapore,Small
22,54.09,1189.98,1/29/2003 0:00,Shipped,1,1,2003,Trucks and Buses,60,Stavern,,Norway,Small
45,68.67,3090.15,4/1/2003 0:00,Shipped,2,4,2003,Trucks and Buses,60,Paris,,France,Medium
43,65.02,2795.86,5/28/2003 0:00,Shipped,2,5,2003,Trucks and Buses,60,Madrid,,Spain,Small
46,61.99,2851.54,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,60,Burlingame,CA,USA,Small
39,69.28,2701.92,9/21/2003 0:00,Shipped,3,9,2003,Trucks and Buses,60,Oulu,,Finland,Small
31,71.1,2204.1,10/22/2003 0:00,Shipped,4,10,2003,Trucks and Buses,60,Singapore,,Singapore,Small
41,69.28,2840.48,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,London,,UK,Small
44,60.16,2647.04,11/14/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,Sevilla,,Spain,Small
45,70.49,3172.05,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,60,Lyon,,France,Medium
37,69.89,2585.93,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,60,Boston,MA,USA,Small
35,61.38,2148.3,2/4/2004 0:00,Shipped,1,2,2004,Trucks and Buses,60,Singapore,,Singapore,Small
28,59.55,1667.4,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,60,San Rafael,CA,USA,Small
30,61.99,1859.7,5/5/2004 0:00,Shipped,2,5,2004,Trucks and Buses,60,Madrid,,Spain,Small
30,49.22,1476.6,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,60,Singapore,,Singapore,Small
25,69.28,1732.0,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,60,San Rafael,CA,USA,Small
29,57.73,1674.17,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,60,Allentown,PA,USA,Small
26,57.73,1500.98,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,60,Boras,,Sweden,Small
41,53.48,2192.68,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,60,Cambridge,MA,USA,Small
34,52.87,1797.58,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,60,Vancouver,BC,Canada,Small
35,61.21,2142.35,11/4/2004 0:00,Shipped,4,11,2004,Trucks and Buses,60,Nashua,NH,USA,Small
50,100.0,6834.5,11/29/2004 0:00,Shipped,4,11,2004,Trucks and Buses,60,Melbourne,Victoria,Australia,Medium
41,61.99,2541.59,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,60,San Rafael,CA,USA,Small
22,96.86,2130.92,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,60,North Sydney,NSW,Australia,Small
35,48.62,1701.7,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,60,San Francisco,CA,USA,Small
44,38.5,1694.0,3/9/2005 0:00,Shipped,1,3,2005,Trucks and Buses,60,North Sydney,NSW,Australia,Small
47,61.99,2913.53,5/3/2005 0:00,Shipped,2,5,2005,Trucks and Buses,60,Madrid,,Spain,Small
34,90.39,3073.26,2/17/2003 0:00,Shipped,1,2,2003,Planes,84,Bergamo,,Italy,Medium
29,71.81,2082.49,4/29/2003 0:00,Shipped,2,4,2003,Planes,84,Melbourne,Victoria,Australia,Small
49,69.27,3394.23,6/27/2003 0:00,Shipped,2,6,2003,Planes,84,Madrid,,Spain,Medium
30,85.32,2559.6,8/25/2003 0:00,Shipped,3,8,2003,Planes,84,Pasadena,CA,USA,Small
21,70.96,1490.16,10/28/2003 0:00,Shipped,4,10,2003,Planes,84,Burlingame,CA,USA,Small
50,76.88,3844.0,1/12/2004 0:00,Shipped,1,1,2004,Planes,84,Osaka,Osaka,Japan,Medium
47,100.0,4724.91,2/20/2004 0:00,Shipped,1,2,2004,Planes,84,Melbourne,Victoria,Australia,Medium
24,76.03,1824.72,4/2/2004 0:00,Shipped,2,4,2004,Planes,84,Tsawassen,BC,Canada,Small
27,98.84,2668.68,5/11/2004 0:00,Shipped,2,5,2004,Planes,84,San Jose,CA,USA,Small
33,86.17,2843.61,6/28/2004 0:00,Shipped,2,6,2004,Planes,84,Bridgewater,CT,USA,Small
35,90.39,3163.65,7/23/2004 0:00,Shipped,3,7,2004,Planes,84,Nantes,,France,Medium
31,71.81,2226.11,8/21/2004 0:00,Shipped,3,8,2004,Planes,84,Oslo,,Norway,Small
25,82.79,2069.75,9/16/2004 0:00,Shipped,3,9,2004,Planes,84,Dublin,,Ireland,Small
27,82.79,2235.33,10/15/2004 0:00,Shipped,4,10,2004,Planes,84,White Plains,NY,USA,Small
31,100.0,3116.43,11/2/2004 0:00,Shipped,4,11,2004,Planes,84,Allentown,PA,USA,Medium
45,100.0,4781.7,11/10/2004 0:00,Resolved,4,11,2004,Planes,84,Kobenhavn,,Denmark,Medium
27,100.0,2810.7,11/23/2004 0:00,Shipped,4,11,2004,Planes,84,Minato-ku,Tokyo,Japan,Small
27,100.0,3515.67,12/4/2004 0:00,Shipped,4,12,2004,Planes,84,Glendale,CT,USA,Medium
42,69.27,2909.34,2/2/2005 0:00,Shipped,1,2,2005,Planes,84,South Brisbane,Queensland,Australia,Small
